NewSimName,SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,AttractivenessShape,vaccination_strategy,vaccine_prop_inf_4,vaccine_ID,vaccine_efficacy_mean,vaccine_efficacy_serotype,vaccine_efficacy_serostatus
sim_0010,sim_10,1453221555,1453221555,11315,vaccine_settings_10.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_10.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_10.csv,-1,routine,0.3134765625,4,0.70986328125,0.125830078125,0.106201171875
sim_0011,sim_11,680584550,680584550,11315,vaccine_settings_11.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_11.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_11.csv,-1,routine,0.8134765625,4,0.35986328125,0.050830078125,0.031201171875
sim_0012,sim_12,487425299,487425299,11315,vaccine_settings_12.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_12.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_12.csv,-1,routine,0.4384765625,4,0.62236328125,0.107080078125,0.087451171875
sim_0013,sim_13,1260062304,1260062304,11315,vaccine_settings_13.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_13.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_13.csv,-1,routine,0.9384765625,4,0.27236328125,0.032080078125,0.012451171875
sim_0014,sim_14,873743801,873743801,11315,vaccine_settings_14.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_14.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_14.csv,-1,routine,0.1884765625,4,0.44736328125,0.144580078125,0.049951171875
sim_0015,sim_15,101106796,101106796,11315,vaccine_settings_15.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_15.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_15.csv,-1,routine,0.6884765625,4,0.79736328125,0.069580078125,0.124951171875
sim_0016,sim_16,149396609,149396609,11315,vaccine_settings_16.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_16.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_16.csv,-1,routine,0.2197265625,4,0.51298828125,0.046142578125,0.101513671875
sim_0017,sim_17,922033614,922033614,11315,vaccine_settings_17.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_17.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_17.csv,-1,routine,0.7197265625,4,0.16298828125,0.121142578125,0.026513671875
sim_0018,sim_18,1308352116,1308352116,11315,vaccine_settings_18.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_18.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_18.csv,-1,routine,0.4697265625,4,0.33798828125,0.008642578125,0.064013671875
sim_0019,sim_19,535715111,535715111,11315,vaccine_settings_19.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_19.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_19.csv,-1,routine,0.9697265625,4,0.68798828125,0.083642578125,0.139013671875
sim_0020,sim_20,728874363,728874363,11315,vaccine_settings_20.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_20.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_20.csv,-1,routine,0.3447265625,4,0.25048828125,0.064892578125,0.045263671875
sim_0021,sim_21,1501511368,1501511368,11315,vaccine_settings_21.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_21.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_21.csv,-1,routine,0.8447265625,4,0.60048828125,0.139892578125,0.120263671875
sim_0022,sim_22,1115192865,1115192865,11315,vaccine_settings_22.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_22.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_22.csv,-1,routine,0.0947265625,4,0.77548828125,0.027392578125,0.082763671875
sim_0023,sim_23,342555860,342555860,11315,vaccine_settings_23.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_23.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_23.csv,-1,routine,0.5947265625,4,0.42548828125,0.102392578125,0.007763671875
sim_0024,sim_24,245976235,245976235,11315,vaccine_settings_24.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_24.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_24.csv,-1,routine,0.4072265625,4,0.73173828125,0.149267578125,0.035888671875
sim_0025,sim_25,1018613240,1018613240,11315,vaccine_settings_25.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_25.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_25.csv,-1,routine,0.9072265625,4,0.38173828125,0.074267578125,0.110888671875
sim_0026,sim_26,1404931742,1404931742,11315,vaccine_settings_26.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_26.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_26.csv,-1,routine,0.1572265625,4,0.20673828125,0.111767578125,0.148388671875
sim_0027,sim_27,632294737,632294737,11315,vaccine_settings_27.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_27.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_27.csv,-1,routine,0.6572265625,4,0.55673828125,0.036767578125,0.073388671875
sim_0028,sim_28,439135486,439135486,11315,vaccine_settings_28.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_28.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_28.csv,-1,routine,0.0322265625,4,0.46923828125,0.130517578125,0.129638671875
sim_0029,sim_29,1211772491,1211772491,11315,vaccine_settings_29.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_29.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_29.csv,-1,routine,0.5322265625,4,0.81923828125,0.055517578125,0.054638671875
sim_0030,sim_30,825453988,825453988,11315,vaccine_settings_30.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_30.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_30.csv,-1,routine,0.2822265625,4,0.64423828125,0.093017578125,0.017138671875
sim_0031,sim_31,52816983,52816983,11315,vaccine_settings_31.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_31.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_31.csv,-1,routine,0.7822265625,4,0.29423828125,0.018017578125,0.092138671875
sim_0032,sim_32,76961890,76961890,11315,vaccine_settings_32.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_32.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_32.csv,-1,routine,0.0166015625,4,0.67705078125,0.104736328125,0.047607421875
sim_0033,sim_33,849598895,849598895,11315,vaccine_settings_33.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_33.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_33.csv,-1,routine,0.5166015625,4,0.32705078125,0.029736328125,0.122607421875
sim_0034,sim_34,1235917397,1235917397,11315,vaccine_settings_34.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_34.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_34.csv,-1,routine,0.2666015625,4,0.15205078125,0.142236328125,0.085107421875
sim_0035,sim_35,463280392,463280392,11315,vaccine_settings_35.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_35.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_35.csv,-1,routine,0.7666015625,4,0.50205078125,0.067236328125,0.010107421875
sim_0036,sim_36,656439643,656439643,11315,vaccine_settings_36.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_36.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_36.csv,-1,routine,0.3916015625,4,0.41455078125,0.085986328125,0.103857421875
sim_0037,sim_37,1429076648,1429076648,11315,vaccine_settings_37.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_37.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_37.csv,-1,routine,0.8916015625,4,0.76455078125,0.010986328125,0.028857421875
sim_0038,sim_38,1042758146,1042758146,11315,vaccine_settings_38.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_38.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_38.csv,-1,routine,0.1416015625,4,0.58955078125,0.123486328125,0.066357421875
sim_0039,sim_39,270121141,270121141,11315,vaccine_settings_39.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_39.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_39.csv,-1,routine,0.6416015625,4,0.23955078125,0.048486328125,0.141357421875
sim_0040,sim_40,366700767,366700767,11315,vaccine_settings_40.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_40.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_40.csv,-1,routine,0.3291015625,4,0.54580078125,0.001611328125,0.113232421875
sim_0041,sim_41,1139337772,1139337772,11315,vaccine_settings_41.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_41.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_41.csv,-1,routine,0.8291015625,4,0.19580078125,0.076611328125,0.038232421875
sim_0042,sim_42,1525656274,1525656274,11315,vaccine_settings_42.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_42.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_42.csv,-1,routine,0.0791015625,4,0.37080078125,0.039111328125,0.000732421875
sim_0043,sim_43,753019269,753019269,11315,vaccine_settings_43.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_43.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_43.csv,-1,routine,0.5791015625,4,0.72080078125,0.114111328125,0.075732421875
sim_0044,sim_44,559860018,559860018,11315,vaccine_settings_44.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_44.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_44.csv,-1,routine,0.2041015625,4,0.28330078125,0.020361328125,0.019482421875
sim_0045,sim_45,1332497023,1332497023,11315,vaccine_settings_45.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_45.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_45.csv,-1,routine,0.7041015625,4,0.63330078125,0.095361328125,0.094482421875
sim_0046,sim_46,946178520,946178520,11315,vaccine_settings_46.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_46.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_46.csv,-1,routine,0.4541015625,4,0.80830078125,0.057861328125,0.131982421875
sim_0047,sim_47,173541515,173541515,11315,vaccine_settings_47.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_47.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_47.csv,-1,routine,0.9541015625,4,0.45830078125,0.132861328125,0.056982421875
sim_0048,sim_48,125251702,125251702,11315,vaccine_settings_48.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_48.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_48.csv,-1,routine,0.4853515625,4,0.21767578125,0.128173828125,0.014794921875
sim_0049,sim_49,897888707,897888707,11315,vaccine_settings_49.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_49.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_49.csv,-1,routine,0.9853515625,4,0.56767578125,0.053173828125,0.089794921875
sim_0050,sim_50,1284207210,1284207210,11315,vaccine_settings_50.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_50.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_50.csv,-1,routine,0.2353515625,4,0.74267578125,0.090673828125,0.127294921875
sim_0051,sim_51,511570205,511570205,11315,vaccine_settings_51.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_51.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_51.csv,-1,routine,0.7353515625,4,0.39267578125,0.015673828125,0.052294921875
sim_0052,sim_52,704729456,704729456,11315,vaccine_settings_52.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_52.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_52.csv,-1,routine,0.1103515625,4,0.65517578125,0.146923828125,0.146044921875
sim_0053,sim_53,1477366461,1477366461,11315,vaccine_settings_53.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_53.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_53.csv,-1,routine,0.6103515625,4,0.30517578125,0.071923828125,0.071044921875
sim_0054,sim_54,1091047959,1091047959,11315,vaccine_settings_54.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_54.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_54.csv,-1,routine,0.3603515625,4,0.48017578125,0.109423828125,0.033544921875
sim_0055,sim_55,318410954,318410954,11315,vaccine_settings_55.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_55.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_55.csv,-1,routine,0.8603515625,4,0.83017578125,0.034423828125,0.108544921875
sim_0056,sim_56,221831328,221831328,11315,vaccine_settings_56.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_56.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_56.csv,-1,routine,0.1728515625,4,0.34892578125,0.062548828125,0.080419921875
sim_0057,sim_57,994468333,994468333,11315,vaccine_settings_57.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_57.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_57.csv,-1,routine,0.6728515625,4,0.69892578125,0.137548828125,0.005419921875
sim_0058,sim_58,1380786836,1380786836,11315,vaccine_settings_58.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_58.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_58.csv,-1,routine,0.4228515625,4,0.52392578125,0.025048828125,0.042919921875
sim_0059,sim_59,608149831,608149831,11315,vaccine_settings_59.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_59.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_59.csv,-1,routine,0.9228515625,4,0.17392578125,0.100048828125,0.117919921875
sim_0060,sim_60,414990579,414990579,11315,vaccine_settings_60.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_60.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_60.csv,-1,routine,0.2978515625,4,0.78642578125,0.043798828125,0.061669921875
sim_0061,sim_61,1187627584,1187627584,11315,vaccine_settings_61.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_61.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_61.csv,-1,routine,0.7978515625,4,0.43642578125,0.118798828125,0.136669921875
sim_0062,sim_62,801309082,801309082,11315,vaccine_settings_62.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_62.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_62.csv,-1,routine,0.0478515625,4,0.26142578125,0.006298828125,0.099169921875
sim_0063,sim_63,28672077,28672077,11315,vaccine_settings_63.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_63.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_63.csv,-1,routine,0.5478515625,4,0.61142578125,0.081298828125,0.024169921875
sim_0064,sim_64,40744530,40744530,11315,vaccine_settings_64.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_64.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_64.csv,-1,routine,0.1494140625,4,0.27783203125,0.136376953125,0.123779296875
sim_0065,sim_65,813381535,813381535,11315,vaccine_settings_65.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_65.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_65.csv,-1,routine,0.6494140625,4,0.62783203125,0.061376953125,0.048779296875
sim_0066,sim_66,1199700038,1199700038,11315,vaccine_settings_66.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_66.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_66.csv,-1,routine,0.3994140625,4,0.80283203125,0.098876953125,0.011279296875
sim_0067,sim_67,427063033,427063033,11315,vaccine_settings_67.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_67.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_67.csv,-1,routine,0.8994140625,4,0.45283203125,0.023876953125,0.086279296875
sim_0068,sim_68,620222284,620222284,11315,vaccine_settings_68.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_68.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_68.csv,-1,routine,0.2744140625,4,0.54033203125,0.117626953125,0.030029296875
sim_0069,sim_69,1392859289,1392859289,11315,vaccine_settings_69.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_69.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_69.csv,-1,routine,0.7744140625,4,0.19033203125,0.042626953125,0.105029296875
sim_0070,sim_70,1006540786,1006540786,11315,vaccine_settings_70.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_70.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_70.csv,-1,routine,0.0244140625,4,0.36533203125,0.080126953125,0.142529296875
sim_0071,sim_71,233903781,233903781,11315,vaccine_settings_71.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_71.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_71.csv,-1,routine,0.5244140625,4,0.71533203125,0.005126953125,0.067529296875
sim_0072,sim_72,330483407,330483407,11315,vaccine_settings_72.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_72.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_72.csv,-1,routine,0.4619140625,4,0.49658203125,0.052001953125,0.039404296875
sim_0073,sim_73,1103120412,1103120412,11315,vaccine_settings_73.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_73.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_73.csv,-1,routine,0.9619140625,4,0.84658203125,0.127001953125,0.114404296875
sim_0074,sim_74,1489438914,1489438914,11315,vaccine_settings_74.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_74.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_74.csv,-1,routine,0.2119140625,4,0.67158203125,0.014501953125,0.076904296875
sim_0075,sim_75,716801909,716801909,11315,vaccine_settings_75.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_75.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_75.csv,-1,routine,0.7119140625,4,0.32158203125,0.089501953125,0.001904296875
sim_0076,sim_76,523642658,523642658,11315,vaccine_settings_76.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_76.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_76.csv,-1,routine,0.0869140625,4,0.75908203125,0.070751953125,0.095654296875
sim_0077,sim_77,1296279663,1296279663,11315,vaccine_settings_77.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_77.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_77.csv,-1,routine,0.5869140625,4,0.40908203125,0.145751953125,0.020654296875
sim_0078,sim_78,909961161,909961161,11315,vaccine_settings_78.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_78.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_78.csv,-1,routine,0.3369140625,4,0.23408203125,0.033251953125,0.058154296875
sim_0079,sim_79,137324156,137324156,11315,vaccine_settings_79.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_79.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_79.csv,-1,routine,0.8369140625,4,0.58408203125,0.108251953125,0.133154296875
sim_0088,sim_88,282193594,282193594,11315,vaccine_settings_88.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_88.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_88.csv,-1,routine,0.0556640625,4,0.60595703125,0.028564453125,0.006591796875
