NewSimName,SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,AttractivenessShape,vaccination_strategy,vaccine_prop_inf_1,vaccine_ID,vaccine_normdev_pos_1,vaccine_normdev_neg_1
sim_0039,sim_39,270120805,270120805,11315,vaccine_settings_39.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_39.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_39.csv,-1,routine,0.6416015625,1,0.1279296875,0.1279296875
sim_0040,sim_40,366700311,366700311,11315,vaccine_settings_40.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_40.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_40.csv,-1,routine,0.3291015625,1,0.5654296875,0.5654296875
sim_0041,sim_41,1139336356,1139336356,11315,vaccine_settings_41.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_41.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_41.csv,-1,routine,0.8291015625,1,0.0654296875,0.0654296875
sim_0042,sim_42,1525654378,1525654378,11315,vaccine_settings_42.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_42.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_42.csv,-1,routine,0.0791015625,1,0.3154296875,0.3154296875
sim_0043,sim_43,753018333,753018333,11315,vaccine_settings_43.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_43.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_43.csv,-1,routine,0.5791015625,1,0.8154296875,0.8154296875
sim_0060,sim_60,414990064,414990064,11315,vaccine_settings_60.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_60.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_60.csv,-1,routine,0.2978515625,1,0.9091796875,0.9091796875
sim_0061,sim_61,1187626109,1187626109,11315,vaccine_settings_61.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_61.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_61.csv,-1,routine,0.7978515625,1,0.4091796875,0.4091796875
sim_0062,sim_62,801308086,801308086,11315,vaccine_settings_62.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_62.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_62.csv,-1,routine,0.0478515625,1,0.1591796875,0.1591796875
sim_0063,sim_63,28672041,28672041,11315,vaccine_settings_63.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_63.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_63.csv,-1,routine,0.5478515625,1,0.6591796875,0.6591796875
sim_0064,sim_64,40744479,40744479,11315,vaccine_settings_64.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_64.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_64.csv,-1,routine,0.1494140625,1,0.1826171875,0.1826171875
sim_0065,sim_65,813380524,813380524,11315,vaccine_settings_65.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_65.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_65.csv,-1,routine,0.6494140625,1,0.6826171875,0.6826171875
sim_0066,sim_66,1199698547,1199698547,11315,vaccine_settings_66.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_66.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_66.csv,-1,routine,0.3994140625,1,0.9326171875,0.9326171875
sim_0067,sim_67,427062502,427062502,11315,vaccine_settings_67.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_67.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_67.csv,-1,routine,0.8994140625,1,0.4326171875,0.4326171875
sim_0068,sim_68,620221513,620221513,11315,vaccine_settings_68.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_68.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_68.csv,-1,routine,0.2744140625,1,0.5576171875,0.5576171875
sim_0069,sim_69,1392857558,1392857558,11315,vaccine_settings_69.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_69.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_69.csv,-1,routine,0.7744140625,1,0.0576171875,0.0576171875
sim_0070,sim_70,1006539536,1006539536,11315,vaccine_settings_70.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_70.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_70.csv,-1,routine,0.0244140625,1,0.3076171875,0.3076171875
sim_0071,sim_71,233903491,233903491,11315,vaccine_settings_71.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_71.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_71.csv,-1,routine,0.5244140625,1,0.8076171875,0.8076171875
sim_0076,sim_76,523642008,523642008,11315,vaccine_settings_76.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_76.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_76.csv,-1,routine,0.0869140625,1,0.8701171875,0.8701171875
sim_0077,sim_77,1296278053,1296278053,11315,vaccine_settings_77.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_77.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_77.csv,-1,routine,0.5869140625,1,0.3701171875,0.3701171875
sim_0078,sim_78,909960030,909960030,11315,vaccine_settings_78.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_78.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_78.csv,-1,routine,0.3369140625,1,0.1201171875,0.1201171875
sim_0079,sim_79,137323985,137323985,11315,vaccine_settings_79.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_79.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_79.csv,-1,routine,0.8369140625,1,0.6201171875,0.6201171875
sim_0080,sim_80,185613738,185613738,11315,vaccine_settings_80.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_80.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_80.csv,-1,routine,0.3681640625,1,0.9638671875,0.9638671875
sim_0081,sim_81,958249783,958249783,11315,vaccine_settings_81.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_81.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_81.csv,-1,routine,0.8681640625,1,0.4638671875,0.4638671875
sim_0082,sim_82,1344567805,1344567805,11315,vaccine_settings_82.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_82.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_82.csv,-1,routine,0.1181640625,1,0.2138671875,0.2138671875
sim_0083,sim_83,571931760,571931760,11315,vaccine_settings_83.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_83.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_83.csv,-1,routine,0.6181640625,1,0.7138671875,0.7138671875
sim_0084,sim_84,765090772,765090772,11315,vaccine_settings_84.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_84.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_84.csv,-1,routine,0.2431640625,1,0.3388671875,0.3388671875
sim_0085,sim_85,1537726817,1537726817,11315,vaccine_settings_85.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_85.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_85.csv,-1,routine,0.7431640625,1,0.8388671875,0.8388671875
sim_0086,sim_86,1151408794,1151408794,11315,vaccine_settings_86.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_86.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_86.csv,-1,routine,0.4931640625,1,0.5888671875,0.5888671875
sim_0087,sim_87,378772749,378772749,11315,vaccine_settings_87.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_87.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_87.csv,-1,routine,0.9931640625,1,0.0888671875,0.0888671875
sim_0088,sim_88,282193243,282193243,11315,vaccine_settings_88.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_88.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_88.csv,-1,routine,0.0556640625,1,0.6513671875,0.6513671875
sim_0089,sim_89,1054829288,1054829288,11315,vaccine_settings_89.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_89.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_89.csv,-1,routine,0.5556640625,1,0.1513671875,0.1513671875
sim_0090,sim_90,1441147311,1441147311,11315,vaccine_settings_90.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_90.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_90.csv,-1,routine,0.3056640625,1,0.4013671875,0.4013671875
sim_0091,sim_91,668511266,668511266,11315,vaccine_settings_91.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_91.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_91.csv,-1,routine,0.8056640625,1,0.9013671875,0.9013671875
sim_0092,sim_92,475352255,475352255,11315,vaccine_settings_92.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_92.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_92.csv,-1,routine,0.4306640625,1,0.0263671875,0.0263671875
sim_0093,sim_93,1247988300,1247988300,11315,vaccine_settings_93.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_93.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_93.csv,-1,routine,0.9306640625,1,0.5263671875,0.5263671875
sim_0094,sim_94,861670277,861670277,11315,vaccine_settings_94.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_94.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_94.csv,-1,routine,0.1806640625,1,0.7763671875,0.7763671875
sim_0095,sim_95,89034232,89034232,11315,vaccine_settings_95.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_95.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_95.csv,-1,routine,0.6806640625,1,0.2763671875,0.2763671875
sim_0096,sim_96,64889356,64889356,11315,vaccine_settings_96.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_96.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_96.csv,-1,routine,0.3837890625,1,0.6982421875,0.6982421875
sim_0097,sim_97,837525401,837525401,11315,vaccine_settings_97.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_97.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_97.csv,-1,routine,0.8837890625,1,0.1982421875,0.1982421875
sim_0098,sim_98,1223843423,1223843423,11315,vaccine_settings_98.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_98.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_98.csv,-1,routine,0.1337890625,1,0.4482421875,0.4482421875
sim_0099,sim_99,451207378,451207378,11315,vaccine_settings_99.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_99.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_99.csv,-1,routine,0.6337890625,1,0.9482421875,0.9482421875
sim_0108,sim_108,547786884,547786884,11315,vaccine_settings_108.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_108.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_108.csv,-1,routine,0.3212890625,1,0.2607421875,0.2607421875
sim_0109,sim_109,1320422929,1320422929,11315,vaccine_settings_109.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_109.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_109.csv,-1,routine,0.8212890625,1,0.7607421875,0.7607421875
sim_0110,sim_110,934104906,934104906,11315,vaccine_settings_110.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_110.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_110.csv,-1,routine,0.0712890625,1,0.5107421875,0.5107421875
sim_0111,sim_111,161468861,161468861,11315,vaccine_settings_111.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_111.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_111.csv,-1,routine,0.5712890625,1,0.0107421875,0.0107421875
sim_0156,sim_156,457243597,457243597,11315,vaccine_settings_156.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_156.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_156.csv,-1,routine,0.3642578125,1,0.7412109375,0.7412109375
sim_0157,sim_157,1229879642,1229879642,11315,vaccine_settings_157.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_157.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_157.csv,-1,routine,0.8642578125,1,0.2412109375,0.2412109375
sim_0158,sim_158,843561620,843561620,11315,vaccine_settings_158.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_158.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_158.csv,-1,routine,0.1142578125,1,0.4912109375,0.4912109375
sim_0159,sim_159,70925575,70925575,11315,vaccine_settings_159.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_159.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_159.csv,-1,routine,0.6142578125,1,0.9912109375,0.9912109375
sim_0168,sim_168,384808968,384808968,11315,vaccine_settings_168.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_168.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_168.csv,-1,routine,0.0048828125,1,0.3505859375,0.3505859375
sim_0169,sim_169,1157445013,1157445013,11315,vaccine_settings_169.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_169.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_169.csv,-1,routine,0.5048828125,1,0.8505859375,0.8505859375
sim_0170,sim_170,1543763036,1543763036,11315,vaccine_settings_170.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_170.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_170.csv,-1,routine,0.2548828125,1,0.6005859375,0.6005859375
sim_0171,sim_171,771126991,771126991,11315,vaccine_settings_171.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_171.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_171.csv,-1,routine,0.7548828125,1,0.1005859375,0.1005859375
sim_0188,sim_188,433098721,433098721,11315,vaccine_settings_188.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_188.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_188.csv,-1,routine,0.0986328125,1,0.1318359375,0.1318359375
sim_0189,sim_189,1205734766,1205734766,11315,vaccine_settings_189.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_189.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_189.csv,-1,routine,0.5986328125,1,0.6318359375,0.6318359375
sim_0190,sim_190,819416744,819416744,11315,vaccine_settings_190.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_190.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_190.csv,-1,routine,0.3486328125,1,0.8818359375,0.8818359375
sim_0191,sim_191,46780699,46780699,11315,vaccine_settings_191.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_191.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_191.csv,-1,routine,0.8486328125,1,0.3818359375,0.3818359375
sim_0196,sim_196,614185294,614185294,11315,vaccine_settings_196.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_196.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_196.csv,-1,routine,0.0751953125,1,0.2802734375,0.2802734375
sim_0197,sim_197,1386821339,1386821339,11315,vaccine_settings_197.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_197.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_197.csv,-1,routine,0.5751953125,1,0.7802734375,0.7802734375
sim_0198,sim_198,1000503317,1000503317,11315,vaccine_settings_198.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_198.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_198.csv,-1,routine,0.3251953125,1,0.5302734375,0.5302734375
sim_0199,sim_199,227867272,227867272,11315,vaccine_settings_199.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_199.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_199.csv,-1,routine,0.8251953125,1,0.0302734375,0.0302734375
sim_0200,sim_200,324446777,324446777,11315,vaccine_settings_200.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_200.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_200.csv,-1,routine,0.1376953125,1,0.7177734375,0.7177734375
sim_0201,sim_201,1097082822,1097082822,11315,vaccine_settings_201.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_201.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_201.csv,-1,routine,0.6376953125,1,0.2177734375,0.2177734375
sim_0202,sim_202,1483400845,1483400845,11315,vaccine_settings_202.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_202.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_202.csv,-1,routine,0.3876953125,1,0.4677734375,0.4677734375
sim_0203,sim_203,710764800,710764800,11315,vaccine_settings_203.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_203.csv,initial_foi_iquitos.csv,180,1,1,0.3,AegyptiPars_203.csv,-1,routine,0.8876953125,1,0.9677734375,0.9677734375
