SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,AttractivenessShape,vaccination_strategy,vaccine_prop_inf_1,vaccine_ID,vaccine_normdev_pos_1,vaccine_normdev_neg_1
sim_10,1453222697,1453222697,11315,vaccine_settings_10.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_10.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_10.csv,-1,routine,0.3134765625,1,0.7998046875,0.7998046875
sim_11,680585085,680585085,11315,vaccine_settings_11.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_11.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_11.csv,-1,routine,0.8134765625,1,0.2998046875,0.2998046875
sim_12,487425682,487425682,11315,vaccine_settings_12.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_12.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_12.csv,-1,routine,0.4384765625,1,0.6748046875,0.6748046875
sim_13,1260063294,1260063294,11315,vaccine_settings_13.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_13.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_13.csv,-1,routine,0.9384765625,1,0.1748046875,0.1748046875
sim_14,873744488,873744488,11315,vaccine_settings_14.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_14.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_14.csv,-1,routine,0.1884765625,1,0.4248046875,0.4248046875
sim_15,101106876,101106876,11315,vaccine_settings_15.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_15.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_15.csv,-1,routine,0.6884765625,1,0.9248046875,0.9248046875
sim_16,149396726,149396726,11315,vaccine_settings_16.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_16.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_16.csv,-1,routine,0.2197265625,1,0.5185546875,0.5185546875
sim_17,922034339,922034339,11315,vaccine_settings_17.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_17.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_17.csv,-1,routine,0.7197265625,1,0.0185546875,0.0185546875
sim_18,1308353145,1308353145,11315,vaccine_settings_18.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_18.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_18.csv,-1,routine,0.4697265625,1,0.2685546875,0.2685546875
sim_19,535715533,535715533,11315,vaccine_settings_19.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_19.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_19.csv,-1,routine,0.9697265625,1,0.7685546875,0.7685546875
sim_20,728874936,728874936,11315,vaccine_settings_20.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_20.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_20.csv,-1,routine,0.3447265625,1,0.1435546875,0.1435546875
sim_21,1501512548,1501512548,11315,vaccine_settings_21.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_21.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_21.csv,-1,routine,0.8447265625,1,0.6435546875,0.6435546875
sim_22,1115193742,1115193742,11315,vaccine_settings_22.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_22.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_22.csv,-1,routine,0.0947265625,1,0.8935546875,0.8935546875
sim_23,342556129,342556129,11315,vaccine_settings_23.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_23.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_23.csv,-1,routine,0.5947265625,1,0.3935546875,0.3935546875
sim_24,245976428,245976428,11315,vaccine_settings_24.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_24.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_24.csv,-1,routine,0.4072265625,1,0.8310546875,0.8310546875
sim_25,1018614040,1018614040,11315,vaccine_settings_25.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_25.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_25.csv,-1,routine,0.9072265625,1,0.3310546875,0.3310546875
sim_26,1404932847,1404932847,11315,vaccine_settings_26.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_26.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_26.csv,-1,routine,0.1572265625,1,0.0810546875,0.0810546875
sim_27,632295234,632295234,11315,vaccine_settings_27.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_27.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_27.csv,-1,routine,0.6572265625,1,0.5810546875,0.5810546875
sim_28,439135831,439135831,11315,vaccine_settings_28.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_28.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_28.csv,-1,routine,0.0322265625,1,0.4560546875,0.4560546875
sim_29,1211773444,1211773444,11315,vaccine_settings_29.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_29.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_29.csv,-1,routine,0.5322265625,1,0.9560546875,0.9560546875
sim_30,825454637,825454637,11315,vaccine_settings_30.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_30.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_30.csv,-1,routine,0.2822265625,1,0.7060546875,0.7060546875
sim_31,52817025,52817025,11315,vaccine_settings_31.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_31.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_31.csv,-1,routine,0.7822265625,1,0.2060546875,0.2060546875
sim_32,76961950,76961950,11315,vaccine_settings_32.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_32.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_32.csv,-1,routine,0.0166015625,1,0.7529296875,0.7529296875
sim_33,849599563,849599563,11315,vaccine_settings_33.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_33.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_33.csv,-1,routine,0.5166015625,1,0.2529296875,0.2529296875
sim_34,1235918369,1235918369,11315,vaccine_settings_34.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_34.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_34.csv,-1,routine,0.2666015625,1,0.0029296875,0.0029296875
sim_35,463280756,463280756,11315,vaccine_settings_35.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_35.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_35.csv,-1,routine,0.7666015625,1,0.5029296875,0.5029296875
sim_36,656440160,656440160,11315,vaccine_settings_36.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_36.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_36.csv,-1,routine,0.3916015625,1,0.3779296875,0.3779296875
sim_37,1429077772,1429077772,11315,vaccine_settings_37.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_37.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_37.csv,-1,routine,0.8916015625,1,0.8779296875,0.8779296875
sim_38,1042758966,1042758966,11315,vaccine_settings_38.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_38.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_38.csv,-1,routine,0.1416015625,1,0.6279296875,0.6279296875
sim_39,270121353,270121353,11315,vaccine_settings_39.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_39.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_39.csv,-1,routine,0.6416015625,1,0.1279296875,0.1279296875
sim_40,366701055,366701055,11315,vaccine_settings_40.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_40.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_40.csv,-1,routine,0.3291015625,1,0.5654296875,0.5654296875
sim_41,1139338667,1139338667,11315,vaccine_settings_41.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_41.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_41.csv,-1,routine,0.8291015625,1,0.0654296875,0.0654296875
sim_42,1525657474,1525657474,11315,vaccine_settings_42.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_42.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_42.csv,-1,routine,0.0791015625,1,0.3154296875,0.3154296875
sim_43,753019861,753019861,11315,vaccine_settings_43.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_43.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_43.csv,-1,routine,0.5791015625,1,0.8154296875,0.8154296875
sim_44,559860458,559860458,11315,vaccine_settings_44.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_44.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_44.csv,-1,routine,0.2041015625,1,0.1904296875,0.1904296875
sim_45,1332498070,1332498070,11315,vaccine_settings_45.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_45.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_45.csv,-1,routine,0.7041015625,1,0.6904296875,0.6904296875
sim_46,946179264,946179264,11315,vaccine_settings_46.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_46.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_46.csv,-1,routine,0.4541015625,1,0.9404296875,0.9404296875
sim_47,173541652,173541652,11315,vaccine_settings_47.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_47.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_47.csv,-1,routine,0.9541015625,1,0.4404296875,0.4404296875
sim_48,125251801,125251801,11315,vaccine_settings_48.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_48.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_48.csv,-1,routine,0.4853515625,1,0.0966796875,0.0966796875
sim_49,897889413,897889413,11315,vaccine_settings_49.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_49.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_49.csv,-1,routine,0.9853515625,1,0.5966796875,0.5966796875
sim_50,1284208220,1284208220,11315,vaccine_settings_50.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_50.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_50.csv,-1,routine,0.2353515625,1,0.8466796875,0.8466796875
sim_51,511570607,511570607,11315,vaccine_settings_51.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_51.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_51.csv,-1,routine,0.7353515625,1,0.3466796875,0.3466796875
sim_52,704730010,704730010,11315,vaccine_settings_52.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_52.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_52.csv,-1,routine,0.1103515625,1,0.7216796875,0.7216796875
sim_53,1477367623,1477367623,11315,vaccine_settings_53.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_53.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_53.csv,-1,routine,0.6103515625,1,0.2216796875,0.2216796875
sim_54,1091048817,1091048817,11315,vaccine_settings_54.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_54.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_54.csv,-1,routine,0.3603515625,1,0.4716796875,0.4716796875
sim_55,318411204,318411204,11315,vaccine_settings_55.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_55.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_55.csv,-1,routine,0.8603515625,1,0.9716796875,0.9716796875
sim_56,221831503,221831503,11315,vaccine_settings_56.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_56.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_56.csv,-1,routine,0.1728515625,1,0.2841796875,0.2841796875
sim_57,994469115,994469115,11315,vaccine_settings_57.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_57.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_57.csv,-1,routine,0.6728515625,1,0.7841796875,0.7841796875
sim_58,1380787921,1380787921,11315,vaccine_settings_58.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_58.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_58.csv,-1,routine,0.4228515625,1,0.5341796875,0.5341796875
sim_59,608150309,608150309,11315,vaccine_settings_59.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_59.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_59.csv,-1,routine,0.9228515625,1,0.0341796875,0.0341796875
sim_60,414990906,414990906,11315,vaccine_settings_60.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_60.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_60.csv,-1,routine,0.2978515625,1,0.9091796875,0.9091796875
sim_61,1187628518,1187628518,11315,vaccine_settings_61.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_61.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_61.csv,-1,routine,0.7978515625,1,0.4091796875,0.4091796875
sim_62,801309712,801309712,11315,vaccine_settings_62.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_62.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_62.csv,-1,routine,0.0478515625,1,0.1591796875,0.1591796875
sim_63,28672099,28672099,11315,vaccine_settings_63.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_63.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_63.csv,-1,routine,0.5478515625,1,0.6591796875,0.6591796875
sim_64,40744562,40744562,11315,vaccine_settings_64.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_64.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_64.csv,-1,routine,0.1494140625,1,0.1826171875,0.1826171875
sim_65,813382175,813382175,11315,vaccine_settings_65.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_65.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_65.csv,-1,routine,0.6494140625,1,0.6826171875,0.6826171875
sim_66,1199700981,1199700981,11315,vaccine_settings_66.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_66.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_66.csv,-1,routine,0.3994140625,1,0.9326171875,0.9326171875
sim_67,427063368,427063368,11315,vaccine_settings_67.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_67.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_67.csv,-1,routine,0.8994140625,1,0.4326171875,0.4326171875
sim_68,620222771,620222771,11315,vaccine_settings_68.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_68.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_68.csv,-1,routine,0.2744140625,1,0.5576171875,0.5576171875
sim_69,1392860384,1392860384,11315,vaccine_settings_69.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_69.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_69.csv,-1,routine,0.7744140625,1,0.0576171875,0.0576171875
sim_70,1006541578,1006541578,11315,vaccine_settings_70.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_70.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_70.csv,-1,routine,0.0244140625,1,0.3076171875,0.3076171875
sim_71,233903965,233903965,11315,vaccine_settings_71.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_71.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_71.csv,-1,routine,0.5244140625,1,0.8076171875,0.8076171875
sim_72,330483667,330483667,11315,vaccine_settings_72.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_72.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_72.csv,-1,routine,0.4619140625,1,0.4951171875,0.4951171875
sim_73,1103121279,1103121279,11315,vaccine_settings_73.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_73.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_73.csv,-1,routine,0.9619140625,1,0.9951171875,0.9951171875
sim_74,1489440086,1489440086,11315,vaccine_settings_74.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_74.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_74.csv,-1,routine,0.2119140625,1,0.7451171875,0.7451171875
sim_75,716802473,716802473,11315,vaccine_settings_75.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_75.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_75.csv,-1,routine,0.7119140625,1,0.2451171875,0.2451171875
sim_76,523643070,523643070,11315,vaccine_settings_76.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_76.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_76.csv,-1,routine,0.0869140625,1,0.8701171875,0.8701171875
sim_77,1296280682,1296280682,11315,vaccine_settings_77.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_77.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_77.csv,-1,routine,0.5869140625,1,0.3701171875,0.3701171875
sim_78,909961876,909961876,11315,vaccine_settings_78.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_78.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_78.csv,-1,routine,0.3369140625,1,0.1201171875,0.1201171875
sim_79,137324264,137324264,11315,vaccine_settings_79.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_79.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_79.csv,-1,routine,0.8369140625,1,0.6201171875,0.6201171875
sim_80,185614114,185614114,11315,vaccine_settings_80.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_80.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_80.csv,-1,routine,0.3681640625,1,0.9638671875,0.9638671875
sim_81,958251727,958251727,11315,vaccine_settings_81.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_81.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_81.csv,-1,routine,0.8681640625,1,0.4638671875,0.4638671875
sim_82,1344570533,1344570533,11315,vaccine_settings_82.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_82.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_82.csv,-1,routine,0.1181640625,1,0.2138671875,0.2138671875
sim_83,571932921,571932921,11315,vaccine_settings_83.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_83.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_83.csv,-1,routine,0.6181640625,1,0.7138671875,0.7138671875
sim_84,765092324,765092324,11315,vaccine_settings_84.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_84.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_84.csv,-1,routine,0.2431640625,1,0.3388671875,0.3388671875
sim_85,1537729936,1537729936,11315,vaccine_settings_85.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_85.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_85.csv,-1,routine,0.7431640625,1,0.8388671875,0.8388671875
sim_86,1151411130,1151411130,11315,vaccine_settings_86.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_86.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_86.csv,-1,routine,0.4931640625,1,0.5888671875,0.5888671875
sim_87,378773518,378773518,11315,vaccine_settings_87.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_87.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_87.csv,-1,routine,0.9931640625,1,0.0888671875,0.0888671875
