SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,AttractivenessShape,vaccination_strategy,vaccine_prop_inf_4,vaccine_ID,vaccine_efficacy_mean,vaccine_efficacy_serotype,vaccine_efficacy_serostatus
sim_26,1405145182,1405145182,11315,vaccine_settings_26.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_26.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_26.csv,-1,routine,0.1572265625,4,0.20673828125,0.111767578125,0.148388671875
sim_27,632390796,632390796,11315,vaccine_settings_27.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_27.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_27.csv,-1,routine,0.6572265625,4,0.55673828125,0.036767578125,0.073388671875
sim_28,439202200,439202200,11315,vaccine_settings_28.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_28.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_28.csv,-1,routine,0.0322265625,4,0.46923828125,0.130517578125,0.129638671875
sim_29,1211956586,1211956586,11315,vaccine_settings_29.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_29.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_29.csv,-1,routine,0.5322265625,4,0.81923828125,0.055517578125,0.054638671875
sim_30,825579393,825579393,11315,vaccine_settings_30.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_30.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_30.csv,-1,routine,0.2822265625,4,0.64423828125,0.093017578125,0.017138671875
sim_31,52825007,52825007,11315,vaccine_settings_31.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_31.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_31.csv,-1,routine,0.7822265625,4,0.29423828125,0.018017578125,0.092138671875
sim_32,76973582,76973582,11315,vaccine_settings_32.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_32.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_32.csv,-1,routine,0.0166015625,4,0.67705078125,0.104736328125,0.047607421875
sim_33,849727967,849727967,11315,vaccine_settings_33.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_33.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_33.csv,-1,routine,0.5166015625,4,0.32705078125,0.029736328125,0.122607421875
sim_34,1236105160,1236105160,11315,vaccine_settings_34.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_34.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_34.csv,-1,routine,0.2666015625,4,0.15205078125,0.142236328125,0.085107421875
sim_35,463350775,463350775,11315,vaccine_settings_35.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_35.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_35.csv,-1,routine,0.7666015625,4,0.50205078125,0.067236328125,0.010107421875
sim_36,656539371,656539371,11315,vaccine_settings_36.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_36.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_36.csv,-1,routine,0.3916015625,4,0.41455078125,0.085986328125,0.103857421875
sim_37,1429293756,1429293756,11315,vaccine_settings_37.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_37.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_37.csv,-1,routine,0.8916015625,4,0.76455078125,0.010986328125,0.028857421875
sim_38,1042916564,1042916564,11315,vaccine_settings_38.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_38.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_38.csv,-1,routine,0.1416015625,4,0.58955078125,0.123486328125,0.066357421875
sim_39,270162178,270162178,11315,vaccine_settings_39.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_39.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_39.csv,-1,routine,0.6416015625,4,0.23955078125,0.048486328125,0.141357421875
sim_40,366756476,366756476,11315,vaccine_settings_40.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_40.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_40.csv,-1,routine,0.3291015625,4,0.54580078125,0.001611328125,0.113232421875
sim_41,1139510862,1139510862,11315,vaccine_settings_41.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_41.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_41.csv,-1,routine,0.8291015625,4,0.19580078125,0.076611328125,0.038232421875
sim_42,1525888055,1525888055,11315,vaccine_settings_42.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_42.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_42.csv,-1,routine,0.0791015625,4,0.37080078125,0.039111328125,0.000732421875
sim_43,753133669,753133669,11315,vaccine_settings_43.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_43.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_43.csv,-1,routine,0.5791015625,4,0.72080078125,0.114111328125,0.075732421875
sim_44,559945073,559945073,11315,vaccine_settings_44.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_44.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_44.csv,-1,routine,0.2041015625,4,0.28330078125,0.020361328125,0.019482421875
sim_45,1332699458,1332699458,11315,vaccine_settings_45.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_45.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_45.csv,-1,routine,0.7041015625,4,0.63330078125,0.095361328125,0.094482421875
sim_46,946322266,946322266,11315,vaccine_settings_46.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_46.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_46.csv,-1,routine,0.4541015625,4,0.80830078125,0.057861328125,0.131982421875
sim_47,173567880,173567880,11315,vaccine_settings_47.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_47.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_47.csv,-1,routine,0.9541015625,4,0.45830078125,0.132861328125,0.056982421875
sim_48,125270731,125270731,11315,vaccine_settings_48.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_48.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_48.csv,-1,routine,0.4853515625,4,0.21767578125,0.128173828125,0.014794921875
sim_49,898025116,898025116,11315,vaccine_settings_49.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_49.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_49.csv,-1,routine,0.9853515625,4,0.56767578125,0.053173828125,0.089794921875
sim_50,1284402309,1284402309,11315,vaccine_settings_50.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_50.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_50.csv,-1,routine,0.2353515625,4,0.74267578125,0.090673828125,0.127294921875
sim_51,511647924,511647924,11315,vaccine_settings_51.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_51.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_51.csv,-1,routine,0.7353515625,4,0.39267578125,0.015673828125,0.052294921875
sim_52,704836520,704836520,11315,vaccine_settings_52.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_52.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_52.csv,-1,routine,0.1103515625,4,0.65517578125,0.146923828125,0.146044921875
sim_53,1477590906,1477590906,11315,vaccine_settings_53.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_53.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_53.csv,-1,routine,0.6103515625,4,0.30517578125,0.071923828125,0.071044921875
sim_54,1091213713,1091213713,11315,vaccine_settings_54.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_54.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_54.csv,-1,routine,0.3603515625,4,0.48017578125,0.109423828125,0.033544921875
sim_55,318459327,318459327,11315,vaccine_settings_55.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_55.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_55.csv,-1,routine,0.8603515625,4,0.83017578125,0.034423828125,0.108544921875
sim_56,221865029,221865029,11315,vaccine_settings_56.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_56.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_56.csv,-1,routine,0.1728515625,4,0.34892578125,0.062548828125,0.080419921875
sim_57,994619415,994619415,11315,vaccine_settings_57.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_57.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_57.csv,-1,routine,0.6728515625,4,0.69892578125,0.137548828125,0.005419921875
sim_58,1380996607,1380996607,11315,vaccine_settings_58.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_58.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_58.csv,-1,routine,0.4228515625,4,0.52392578125,0.025048828125,0.042919921875
sim_59,608242222,608242222,11315,vaccine_settings_59.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_59.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_59.csv,-1,routine,0.9228515625,4,0.17392578125,0.100048828125,0.117919921875
sim_60,415053626,415053626,11315,vaccine_settings_60.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_60.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_60.csv,-1,routine,0.2978515625,4,0.78642578125,0.043798828125,0.061669921875
sim_61,1187808011,1187808011,11315,vaccine_settings_61.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_61.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_61.csv,-1,routine,0.7978515625,4,0.43642578125,0.118798828125,0.136669921875
sim_62,801430818,801430818,11315,vaccine_settings_62.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_62.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_62.csv,-1,routine,0.0478515625,4,0.26142578125,0.006298828125,0.099169921875
sim_63,28676433,28676433,11315,vaccine_settings_63.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_63.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_63.csv,-1,routine,0.5478515625,4,0.61142578125,0.081298828125,0.024169921875
sim_64,40750720,40750720,11315,vaccine_settings_64.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_64.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_64.csv,-1,routine,0.1494140625,4,0.27783203125,0.136376953125,0.123779296875
sim_65,813505106,813505106,11315,vaccine_settings_65.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_65.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_65.csv,-1,routine,0.6494140625,4,0.62783203125,0.061376953125,0.048779296875
sim_66,1199882298,1199882298,11315,vaccine_settings_66.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_66.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_66.csv,-1,routine,0.3994140625,4,0.80283203125,0.098876953125,0.011279296875
sim_67,427127913,427127913,11315,vaccine_settings_67.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_67.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_67.csv,-1,routine,0.8994140625,4,0.45283203125,0.023876953125,0.086279296875
sim_68,620316509,620316509,11315,vaccine_settings_68.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_68.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_68.csv,-1,routine,0.2744140625,4,0.54033203125,0.117626953125,0.030029296875
sim_69,1393070895,1393070895,11315,vaccine_settings_69.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_69.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_69.csv,-1,routine,0.7744140625,4,0.19033203125,0.042626953125,0.105029296875
sim_70,1006693702,1006693702,11315,vaccine_settings_70.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_70.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_70.csv,-1,routine,0.0244140625,4,0.36533203125,0.080126953125,0.142529296875
sim_71,233939316,233939316,11315,vaccine_settings_71.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_71.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_71.csv,-1,routine,0.5244140625,4,0.71533203125,0.005126953125,0.067529296875
sim_72,330533615,330533615,11315,vaccine_settings_72.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_72.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_72.csv,-1,routine,0.4619140625,4,0.49658203125,0.052001953125,0.039404296875
sim_73,1103288000,1103288000,11315,vaccine_settings_73.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_73.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_73.csv,-1,routine,0.9619140625,4,0.84658203125,0.127001953125,0.114404296875
sim_74,1489665193,1489665193,11315,vaccine_settings_74.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_74.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_74.csv,-1,routine,0.2119140625,4,0.67158203125,0.014501953125,0.076904296875
sim_75,716910807,716910807,11315,vaccine_settings_75.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_75.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_75.csv,-1,routine,0.7119140625,4,0.32158203125,0.089501953125,0.001904296875
sim_76,523722211,523722211,11315,vaccine_settings_76.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_76.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_76.csv,-1,routine,0.0869140625,4,0.75908203125,0.070751953125,0.095654296875
sim_77,1296476596,1296476596,11315,vaccine_settings_77.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_77.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_77.csv,-1,routine,0.5869140625,4,0.40908203125,0.145751953125,0.020654296875
sim_78,910099404,910099404,11315,vaccine_settings_78.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_78.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_78.csv,-1,routine,0.3369140625,4,0.23408203125,0.033251953125,0.058154296875
sim_79,137345018,137345018,11315,vaccine_settings_79.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_79.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_79.csv,-1,routine,0.8369140625,4,0.58408203125,0.108251953125,0.133154296875
sim_80,185642167,185642167,11315,vaccine_settings_80.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_80.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_80.csv,-1,routine,0.3681640625,4,0.82470703125,0.075439453125,0.090966796875
sim_81,958396553,958396553,11315,vaccine_settings_81.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_81.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_81.csv,-1,routine,0.8681640625,4,0.47470703125,0.000439453125,0.015966796875
sim_82,1344773746,1344773746,11315,vaccine_settings_82.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_82.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_82.csv,-1,routine,0.1181640625,4,0.29970703125,0.112939453125,0.053466796875
sim_83,572019360,572019360,11315,vaccine_settings_83.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_83.csv,initial_foi_iquitos.csv,686,1,1,0.5,AegyptiPars_83.csv,-1,routine,0.6181640625,4,0.64970703125,0.037939453125,0.128466796875
