NewSimName,SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,vaccination_strategy,vaccine_prop_inf_4,vaccine_ID,vaccine_efficacy_mean,vaccine_efficacy_serotype,vaccine_efficacy_serostatus
sim_0010,sim_10,1425329645,1425329645,11315,vaccine_settings_10.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_10.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_10.csv,routine,0.3134765625,4,0.70986328125,0.125830078125,0.106201171875
sim_0011,sim_11,667521984,667521984,11315,vaccine_settings_11.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_11.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_11.csv,routine,0.8134765625,4,0.35986328125,0.050830078125,0.031201171875
sim_0012,sim_12,478070068,478070068,11315,vaccine_settings_12.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_12.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_12.csv,routine,0.4384765625,4,0.62236328125,0.107080078125,0.087451171875
sim_0013,sim_13,1235877730,1235877730,11315,vaccine_settings_13.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_13.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_13.csv,routine,0.9384765625,4,0.27236328125,0.032080078125,0.012451171875
sim_0014,sim_14,856973899,856973899,11315,vaccine_settings_14.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_14.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_14.csv,routine,0.1884765625,4,0.44736328125,0.144580078125,0.049951171875
sim_0015,sim_15,99166237,99166237,11315,vaccine_settings_15.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_15.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_15.csv,routine,0.6884765625,4,0.79736328125,0.069580078125,0.124951171875
sim_0016,sim_16,146529216,146529216,11315,vaccine_settings_16.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_16.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_16.csv,routine,0.2197265625,4,0.51298828125,0.046142578125,0.101513671875
sim_0017,sim_17,904336878,904336878,11315,vaccine_settings_17.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_17.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_17.csv,routine,0.7197265625,4,0.16298828125,0.121142578125,0.026513671875
sim_0018,sim_18,1283240709,1283240709,11315,vaccine_settings_18.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_18.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_18.csv,routine,0.4697265625,4,0.33798828125,0.008642578125,0.064013671875
sim_0019,sim_19,525433047,525433047,11315,vaccine_settings_19.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_19.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_19.csv,routine,0.9697265625,4,0.68798828125,0.083642578125,0.139013671875
sim_0020,sim_20,714884962,714884962,11315,vaccine_settings_20.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_20.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_20.csv,routine,0.3447265625,4,0.25048828125,0.064892578125,0.045263671875
sim_0021,sim_21,1472692624,1472692624,11315,vaccine_settings_21.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_21.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_21.csv,routine,0.8447265625,4,0.60048828125,0.139892578125,0.120263671875
sim_0022,sim_22,1093788793,1093788793,11315,vaccine_settings_22.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_22.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_22.csv,routine,0.0947265625,4,0.77548828125,0.027392578125,0.082763671875
sim_0023,sim_23,335981132,335981132,11315,vaccine_settings_23.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_23.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_23.csv,routine,0.5947265625,4,0.42548828125,0.102392578125,0.007763671875
sim_0024,sim_24,241255174,241255174,11315,vaccine_settings_24.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_24.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_24.csv,routine,0.4072265625,4,0.73173828125,0.149267578125,0.035888671875
sim_0025,sim_25,999062835,999062835,11315,vaccine_settings_25.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_25.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_25.csv,routine,0.9072265625,4,0.38173828125,0.074267578125,0.110888671875
sim_0026,sim_26,1377966666,1377966666,11315,vaccine_settings_26.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_26.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_26.csv,routine,0.1572265625,4,0.20673828125,0.111767578125,0.148388671875
sim_0027,sim_27,620159005,620159005,11315,vaccine_settings_27.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_27.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_27.csv,routine,0.6572265625,4,0.55673828125,0.036767578125,0.073388671875
sim_0028,sim_28,430707089,430707089,11315,vaccine_settings_28.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_28.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_28.csv,routine,0.0322265625,4,0.46923828125,0.130517578125,0.129638671875
sim_0029,sim_29,1188514751,1188514751,11315,vaccine_settings_29.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_29.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_29.csv,routine,0.5322265625,4,0.81923828125,0.055517578125,0.054638671875
sim_0030,sim_30,809610920,809610920,11315,vaccine_settings_30.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_30.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_30.csv,routine,0.2822265625,4,0.64423828125,0.093017578125,0.017138671875
sim_0031,sim_31,51803259,51803259,11315,vaccine_settings_31.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_31.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_31.csv,routine,0.7822265625,4,0.29423828125,0.018017578125,0.092138671875
sim_0032,sim_32,75484748,75484748,11315,vaccine_settings_32.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_32.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_32.csv,routine,0.0166015625,4,0.67705078125,0.104736328125,0.047607421875
sim_0033,sim_33,833292410,833292410,11315,vaccine_settings_33.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_33.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_33.csv,routine,0.5166015625,4,0.32705078125,0.029736328125,0.122607421875
sim_0034,sim_34,1212196240,1212196240,11315,vaccine_settings_34.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_34.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_34.csv,routine,0.2666015625,4,0.15205078125,0.142236328125,0.085107421875
sim_0035,sim_35,454388579,454388579,11315,vaccine_settings_35.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_35.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_35.csv,routine,0.7666015625,4,0.50205078125,0.067236328125,0.010107421875
sim_0036,sim_36,643840494,643840494,11315,vaccine_settings_36.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_36.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_36.csv,routine,0.3916015625,4,0.41455078125,0.085986328125,0.103857421875
sim_0037,sim_37,1401648156,1401648156,11315,vaccine_settings_37.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_37.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_37.csv,routine,0.8916015625,4,0.76455078125,0.010986328125,0.028857421875
sim_0038,sim_38,1022744325,1022744325,11315,vaccine_settings_38.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_38.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_38.csv,routine,0.1416015625,4,0.58955078125,0.123486328125,0.066357421875
sim_0039,sim_39,264936663,264936663,11315,vaccine_settings_39.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_39.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_39.csv,routine,0.6416015625,4,0.23955078125,0.048486328125,0.141357421875
sim_0040,sim_40,359662621,359662621,11315,vaccine_settings_40.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_40.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_40.csv,routine,0.3291015625,4,0.54580078125,0.001611328125,0.113232421875
sim_0041,sim_41,1117470283,1117470283,11315,vaccine_settings_41.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_41.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_41.csv,routine,0.8291015625,4,0.19580078125,0.076611328125,0.038232421875
sim_0042,sim_42,1496374113,1496374113,11315,vaccine_settings_42.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_42.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_42.csv,routine,0.0791015625,4,0.37080078125,0.039111328125,0.000732421875
sim_0043,sim_43,738566452,738566452,11315,vaccine_settings_43.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_43.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_43.csv,routine,0.5791015625,4,0.72080078125,0.114111328125,0.075732421875
sim_0044,sim_44,549114536,549114536,11315,vaccine_settings_44.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_44.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_44.csv,routine,0.2041015625,4,0.28330078125,0.020361328125,0.019482421875
sim_0045,sim_45,1306922198,1306922198,11315,vaccine_settings_45.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_45.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_45.csv,routine,0.7041015625,4,0.63330078125,0.095361328125,0.094482421875
sim_0046,sim_46,928018367,928018367,11315,vaccine_settings_46.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_46.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_46.csv,routine,0.4541015625,4,0.80830078125,0.057861328125,0.131982421875
sim_0047,sim_47,170210706,170210706,11315,vaccine_settings_47.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_47.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_47.csv,routine,0.9541015625,4,0.45830078125,0.132861328125,0.056982421875
sim_0048,sim_48,122847727,122847727,11315,vaccine_settings_48.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_48.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_48.csv,routine,0.4853515625,4,0.21767578125,0.128173828125,0.014794921875
sim_0049,sim_49,880655388,880655388,11315,vaccine_settings_49.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_49.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_49.csv,routine,0.9853515625,4,0.56767578125,0.053173828125,0.089794921875
sim_0050,sim_50,1259559219,1259559219,11315,vaccine_settings_50.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_50.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_50.csv,routine,0.2353515625,4,0.74267578125,0.090673828125,0.127294921875
sim_0051,sim_51,501751558,501751558,11315,vaccine_settings_51.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_51.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_51.csv,routine,0.7353515625,4,0.39267578125,0.015673828125,0.052294921875
sim_0052,sim_52,691203473,691203473,11315,vaccine_settings_52.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_52.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_52.csv,routine,0.1103515625,4,0.65517578125,0.146923828125,0.146044921875
sim_0053,sim_53,1449011135,1449011135,11315,vaccine_settings_53.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_53.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_53.csv,routine,0.6103515625,4,0.30517578125,0.071923828125,0.071044921875
sim_0054,sim_54,1070107304,1070107304,11315,vaccine_settings_54.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_54.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_54.csv,routine,0.3603515625,4,0.48017578125,0.109423828125,0.033544921875
sim_0055,sim_55,312299642,312299642,11315,vaccine_settings_55.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_55.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_55.csv,routine,0.8603515625,4,0.83017578125,0.034423828125,0.108544921875
sim_0056,sim_56,217573685,217573685,11315,vaccine_settings_56.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_56.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_56.csv,routine,0.1728515625,4,0.34892578125,0.062548828125,0.080419921875
sim_0057,sim_57,975381346,975381346,11315,vaccine_settings_57.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_57.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_57.csv,routine,0.6728515625,4,0.69892578125,0.137548828125,0.005419921875
sim_0058,sim_58,1354285177,1354285177,11315,vaccine_settings_58.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_58.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_58.csv,routine,0.4228515625,4,0.52392578125,0.025048828125,0.042919921875
sim_0059,sim_59,596477515,596477515,11315,vaccine_settings_59.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_59.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_59.csv,routine,0.9228515625,4,0.17392578125,0.100048828125,0.117919921875
sim_0060,sim_60,407025600,407025600,11315,vaccine_settings_60.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_60.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_60.csv,routine,0.2978515625,4,0.78642578125,0.043798828125,0.061669921875
sim_0061,sim_61,1164833261,1164833261,11315,vaccine_settings_61.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_61.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_61.csv,routine,0.7978515625,4,0.43642578125,0.118798828125,0.136669921875
sim_0062,sim_62,785929431,785929431,11315,vaccine_settings_62.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_62.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_62.csv,routine,0.0478515625,4,0.26142578125,0.006298828125,0.099169921875
sim_0063,sim_63,28121769,28121769,11315,vaccine_settings_63.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_63.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_63.csv,routine,0.5478515625,4,0.61142578125,0.081298828125,0.024169921875
sim_0064,sim_64,39962514,39962514,11315,vaccine_settings_64.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_64.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_64.csv,routine,0.1494140625,4,0.27783203125,0.136376953125,0.123779296875
sim_0065,sim_65,797770175,797770175,11315,vaccine_settings_65.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_65.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_65.csv,routine,0.6494140625,4,0.62783203125,0.061376953125,0.048779296875
sim_0066,sim_66,1176674006,1176674006,11315,vaccine_settings_66.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_66.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_66.csv,routine,0.3994140625,4,0.80283203125,0.098876953125,0.011279296875
sim_0067,sim_67,418866345,418866345,11315,vaccine_settings_67.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_67.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_67.csv,routine,0.8994140625,4,0.45283203125,0.023876953125,0.086279296875
sim_0068,sim_68,608318260,608318260,11315,vaccine_settings_68.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_68.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_68.csv,routine,0.2744140625,4,0.54033203125,0.117626953125,0.030029296875
sim_0069,sim_69,1366125922,1366125922,11315,vaccine_settings_69.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_69.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_69.csv,routine,0.7744140625,4,0.19033203125,0.042626953125,0.105029296875
sim_0070,sim_70,987222091,987222091,11315,vaccine_settings_70.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_70.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_70.csv,routine,0.0244140625,4,0.36533203125,0.080126953125,0.142529296875
sim_0071,sim_71,229414429,229414429,11315,vaccine_settings_71.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_71.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_71.csv,routine,0.5244140625,4,0.71533203125,0.005126953125,0.067529296875
sim_0072,sim_72,324140387,324140387,11315,vaccine_settings_72.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_72.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_72.csv,routine,0.4619140625,4,0.49658203125,0.052001953125,0.039404296875
sim_0073,sim_73,1081948048,1081948048,11315,vaccine_settings_73.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_73.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_73.csv,routine,0.9619140625,4,0.84658203125,0.127001953125,0.114404296875
sim_0074,sim_74,1460851879,1460851879,11315,vaccine_settings_74.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_74.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_74.csv,routine,0.2119140625,4,0.67158203125,0.014501953125,0.076904296875
sim_0075,sim_75,703044218,703044218,11315,vaccine_settings_75.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_75.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_75.csv,routine,0.7119140625,4,0.32158203125,0.089501953125,0.001904296875
sim_0076,sim_76,513592302,513592302,11315,vaccine_settings_76.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_76.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_76.csv,routine,0.0869140625,4,0.75908203125,0.070751953125,0.095654296875
sim_0077,sim_77,1271399964,1271399964,11315,vaccine_settings_77.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_77.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_77.csv,routine,0.5869140625,4,0.40908203125,0.145751953125,0.020654296875
sim_0078,sim_78,892496133,892496133,11315,vaccine_settings_78.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_78.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_78.csv,routine,0.3369140625,4,0.23408203125,0.033251953125,0.058154296875
sim_0079,sim_79,134688472,134688472,11315,vaccine_settings_79.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_79.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_79.csv,routine,0.8369140625,4,0.58408203125,0.108251953125,0.133154296875
sim_0080,sim_80,182051450,182051450,11315,vaccine_settings_80.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_80.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_80.csv,routine,0.3681640625,4,0.82470703125,0.075439453125,0.090966796875
sim_0081,sim_81,939859112,939859112,11315,vaccine_settings_81.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_81.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_81.csv,routine,0.8681640625,4,0.47470703125,0.000439453125,0.015966796875
